timestamp,cpu_percent_mean,memory_percent_mean,memory_used_mean,gpu_utilization_mean,gpu_memory_used_mean,gpu_memory_free_mean,gpu_memory_total_mean
2025-03-17 03:01:04,0.0,22.299999999999997,2.9955406188964844,0.0,15744.1875,6829.9375,23034.0
2025-03-17 03:01:09,10.350342483694682,22.719711172291845,3.0307117233179164,0.0,15853.427800232963,6720.6971914651485,23034.0
2025-03-17 03:01:14,17.72455364491775,23.59578525177409,3.103812683615279,23.926948885686727,16077.812851791512,6496.3120753140665,23034.0
2025-03-17 03:01:19,20.578797242418293,23.99591268270848,3.1507196964225224,47.13021271463298,16209.51711192115,6364.607868578304,23033.999999999996
2025-03-17 03:01:24,21.908461059037787,24.2061344022778,3.174226402605562,59.98317601435032,16276.47839391187,6297.646592106107,23033.999999999993
2025-03-17 03:01:29,22.65687044323922,24.324564494491405,3.188172649297376,66.72708308002106,16323.882897065754,6250.2420932057485,23033.999999999993
2025-03-17 03:01:34,23.163776028878107,24.40366591101589,3.1975572723993473,71.12912001285288,16355.545149105046,6218.579845142333,23033.999999999996
2025-03-17 03:01:39,23.656995794242658,24.460175454237206,3.2039422600718557,74.73939865052232,16378.164472466244,6195.960522761473,23033.999999999996
2025-03-17 03:01:44,23.955740576194554,24.502619746714476,3.2088141538185524,77.61966805734787,16395.153819927822,6178.97117641757,23033.999999999993
2025-03-17 03:01:49,24.30505725155588,24.535605951573952,3.212791903189348,79.83554911771523,16408.357353945925,6165.767641427249,23033.999999999996
2025-03-17 03:01:54,24.657712189332102,24.565012549292867,3.216054326606114,81.28330226480895,16418.92906582315,6155.195931684109,23033.99999999999
2025-03-17 03:01:59,24.749241403170604,24.595473226052675,3.218783753382603,82.4860156706765,16427.645686530657,6146.479311700718,23033.999999999996
2025-03-17 03:02:04,24.82183167301574,24.62078912397607,3.221051548348845,83.67083644383824,16435.006338098745,6139.118660373912,23033.999999999993
2025-03-17 03:02:09,24.888712699581664,24.642270202102903,3.2229752340814857,84.69674777482467,16441.252006296865,6132.87299240176,23033.999999999996
2025-03-17 03:02:14,24.948858037332784,24.660648637776735,3.2246205262013388,85.17268348591854,16446.5955762655,6127.529422552515,23033.999999999993
2025-03-17 03:02:19,24.997009936938095,24.676592209752236,3.226047333845193,86.0279544735265,16451.231203413212,6122.893795479141,23033.99999999999
2025-03-17 03:02:24,25.038578902266455,24.688668545540292,3.227295377717199,86.7029142703687,16455.28758377111,6118.83741530927,23033.99999999999
2025-03-17 03:02:29,25.069416477629172,24.69521342027684,3.2283963342396307,87.37082951938423,16458.86772468207,6115.257274576701,23033.99999999999
2025-03-17 03:02:34,25.102284206675936,24.701030516057088,3.229374336882421,87.80071635723391,16462.049759976133,6112.07523923041,23033.999999999985
2025-03-17 03:02:39,25.12961442261117,24.706235782109,3.2302490745886945,88.3895195317168,16464.897115788906,6109.227883601961,23033.999999999996
2025-03-17 03:02:44,25.16076775770975,24.71091909597312,3.2310327725133097,88.79253436061147,16467.4589559917,6106.666043443398,23033.999999999993
2025-03-17 03:02:49,25.203274884852778,24.717530040358096,3.231761625536365,89.225586408522,16469.77774253827,6104.3472569449,23033.999999999996
2025-03-17 03:02:54,25.22362129559492,24.725819110588084,3.2324456868151743,89.58071067182564,16471.886001796163,6102.238997503456,23033.999999999985
2025-03-17 03:02:59,25.244947333552386,24.73338792850238,3.233069977075414,90.02476325824966,16473.81106787263,6100.313931711199,23033.99999999999
2025-03-17 03:03:04,25.266731305932904,24.74032630786294,3.233671730510526,90.12005397791317,16475.57578830431,6098.549211289776,23033.99999999999
2025-03-17 03:03:09,25.28345870321192,24.746711054581382,3.2342925130372477,90.29106850433753,16477.199698018816,6096.925301441856,23033.999999999985
2025-03-17 03:03:14,25.30474585373106,24.752606543616633,3.2348847167739145,90.6644732884818,16478.699166890838,6095.425832757519,23033.99999999999
2025-03-17 03:03:19,25.33856742293377,24.75805847631045,3.235447592722836,90.86423362313512,16480.085821717927,6094.039177953293,23033.99999999999
2025-03-17 03:03:24,25.34863608191605,24.763125957340407,3.235935897800142,91.11184479165283,16481.37469436975,6092.750305344406,23033.999999999993
2025-03-17 03:03:29,25.35574711698607,24.76784565913605,3.23638920969355,91.34942334603717,16482.575112298393,6091.549887442086,23033.999999999993
2025-03-17 03:03:34,25.36467933922086,24.77224719489526,3.2368117089856603,91.57086457494185,16483.694607342124,6090.430392387207,23033.999999999993
2025-03-17 03:03:39,25.380452209313244,24.7763660730085,3.2371811696652064,91.73829615900044,16484.742210581553,6089.382789191316,23033.999999999993
2025-03-17 03:03:44,25.388644103142216,24.780229002381873,3.2374954588820923,91.9318990617372,16485.724715361433,6088.400284417795,23033.999999999993
2025-03-17 03:03:49,25.39700591831042,24.78385679706227,3.2377855577618053,92.0197218811111,16486.64741560397,6087.477584192009,23033.999999999993
2025-03-17 03:03:54,25.404881157982786,24.787271994847362,3.2380347282595983,92.12026532809989,16487.51604349291,6086.608956308147,23033.999999999996
2025-03-17 03:03:59,25.410874085771713,24.790492165964785,3.238281897641097,92.24827750617845,16488.335067874315,6085.78993196022,23033.999999999993
2025-03-17 03:04:04,25.422735028151944,24.793534267515852,3.2385318616633705,92.34685957067312,16489.10880233825,6085.016197392413,23033.999999999993
2025-03-17 03:04:09,25.43884587914832,24.796409515593187,3.2387911455314438,92.49959178361512,16489.840097869997,6084.284901943497,23033.999999999993
2025-03-17 03:04:14,25.444465340641706,24.79913663560336,3.2390680936182594,92.5761185102178,16490.533718799423,6083.591281047924,23033.999999999996
